 ,f,|hNSNS/hBHBH|,arg(hNSNS/hBHBH) 
val#7113,1.593568467e+01,1.008776515e+00,-4.079938889e-02 
val#7114,1.593775578e+01,1.008415134e+00,-4.078794727e-02 
val#7115,1.593982787e+01,1.008038384e+00,-4.077935244e-02 
val#7116,1.594190095e+01,1.007648310e+00,-4.077332162e-02 
val#7117,1.594397502e+01,1.007246772e+00,-4.076958635e-02 
val#7118,1.594605008e+01,1.006835457e+00,-4.076789356e-02 
val#7119,1.594812613e+01,1.006415891e+00,-4.076800608e-02 
val#7120,1.595020317e+01,1.005989454e+00,-4.076970275e-02 
val#7121,1.595228120e+01,1.005557390e+00,-4.077277797e-02 
val#7122,1.595436023e+01,1.005120818e+00,-4.077704113e-02 
val#7123,1.595644025e+01,1.004680747e+00,-4.078231584e-02 
val#7124,1.595852126e+01,1.004238086e+00,-4.078843892e-02 
val#7125,1.596060328e+01,1.003793652e+00,-4.079525942e-02 
val#7126,1.596268628e+01,1.003348185e+00,-4.080263746e-02 
val#7127,1.596477029e+01,1.002902354e+00,-4.081044324e-02 
val#7128,1.596685529e+01,1.002456765e+00,-4.081855573e-02 
val#7129,1.596894129e+01,1.002011972e+00,-4.082686178e-02 
val#7130,1.597102829e+01,1.001568486e+00,-4.083525474e-02 
val#7131,1.597311629e+01,1.001126778e+00,-4.084363363e-02 
val#7132,1.597520529e+01,1.000687290e+00,-4.085190196e-02 
val#7133,1.597729530e+01,1.000250441e+00,-4.085996672e-02 
val#7134,1.597938630e+01,9.998166308e-01,-4.086773740e-02 
val#7135,1.598147831e+01,9.993862505e-01,-4.087512492e-02 
val#7136,1.598357133e+01,9.989596856e-01,-4.088204072e-02 
val#7137,1.598566535e+01,9.985373226e-01,-4.088839584e-02 
val#7138,1.598776038e+01,9.981195553e-01,-4.089409994e-02 
val#7139,1.598985641e+01,9.977067899e-01,-4.089906031e-02 
val#7140,1.599195345e+01,9.972994512e-01,-4.090318113e-02 
val#7141,1.599405150e+01,9.968979883e-01,-4.090636240e-02 
val#7142,1.599615057e+01,9.965028804e-01,-4.090849918e-02 
val#7143,1.599825064e+01,9.961146427e-01,-4.090948056e-02 
val#7144,1.600035172e+01,9.957338325e-01,-4.090918911e-02 
val#7145,1.600245381e+01,9.953610554e-01,-4.090749981e-02 
val#7146,1.600455692e+01,9.949969719e-01,-4.090427941e-02 
val#7147,1.600666104e+01,9.946423032e-01,-4.089938586e-02 
val#7148,1.600876618e+01,9.942978383e-01,-4.089266773e-02 
val#7149,1.601087233e+01,9.939644401e-01,-4.088396371e-02 
val#7150,1.601297950e+01,9.936430525e-01,-4.087310251e-02 
val#7151,1.601508768e+01,9.933347062e-01,-4.085990294e-02 
val#7152,1.601719688e+01,9.930405252e-01,-4.084417409e-02 
val#7153,1.601930711e+01,9.927617324e-01,-4.082571630e-02 
val#7154,1.602141835e+01,9.924996550e-01,-4.080432214e-02 
val#7155,1.602353061e+01,9.922557282e-01,-4.077977848e-02 
val#7156,1.602564389e+01,9.920314984e-01,-4.075186872e-02 
val#7157,1.602775820e+01,9.918286247e-01,-4.072037642e-02 
val#7158,1.602987353e+01,9.916488779e-01,-4.068508935e-02 
val#7159,1.603198988e+01,9.914941371e-01,-4.064580509e-02 
val#7160,1.603410726e+01,9.913663833e-01,-4.060233740e-02 
val#7161,1.603622566e+01,9.912676887e-01,-4.055452446e-02 
val#7162,1.603834509e+01,9.912002017e-01,-4.050223791e-02 
val#7163,1.604046555e+01,9.911661261e-01,-4.044539394e-02 
val#7164,1.604258704e+01,9.911676947e-01,-4.038396501e-02 
val#7165,1.604470955e+01,9.912071356e-01,-4.031799345e-02 
val#7166,1.604683310e+01,9.912866310e-01,-4.024760549e-02 
val#7167,1.604895768e+01,9.914082686e-01,-4.017302574e-02 
val#7168,1.605108328e+01,9.915739845e-01,-4.009459176e-02 
val#7169,1.605320992e+01,9.917854985e-01,-4.001276705e-02 
val#7170,1.605533760e+01,9.920442427e-01,-3.992815230e-02 
val#7171,1.605746631e+01,9.923512847e-01,-3.984149289e-02 
val#7172,1.605959605e+01,9.927072464e-01,-3.975368220e-02 
val#7173,1.606172683e+01,9.931122242e-01,-3.966575816e-02 
val#7174,1.606385865e+01,9.935657101e-01,-3.957889306e-02 
val#7175,1.606599150e+01,9.940665229e-01,-3.949437477e-02 
val#7176,1.606812540e+01,9.946127498e-01,-3.941357907e-02 
val#7177,1.607026033e+01,9.952017067e-01,-3.933793338e-02 
val#7178,1.607239630e+01,9.958299208e-01,-3.926887240e-02 
val#7179,1.607453332e+01,9.964931403e-01,-3.920778751e-02 
val#7180,1.607667137e+01,9.971863732e-01,-3.915597270e-02 
val#7181,1.607881047e+01,9.979039580e-01,-3.911456979e-02 
val#7182,1.608095062e+01,9.986396657e-01,-3.908451711e-02 
val#7183,1.608309181e+01,9.993868277e-01,-3.906650505e-02 
val#7184,1.608523404e+01,1.000138489e+00,-3.906094267e-02 
val#7185,1.608737732e+01,1.000887573e+00,-3.906793707e-02 
val#7186,1.608952165e+01,1.001627059e+00,-3.908728863e-02 
val#7187,1.609166703e+01,1.002350154e+00,-3.911850098e-02 
val#7188,1.609381345e+01,1.003050451e+00,-3.916080666e-02 
val#7189,1.609596093e+01,1.003722074e+00,-3.921320415e-02 
val#7190,1.609810946e+01,1.004359793e+00,-3.927450525e-02 
val#7191,1.610025904e+01,1.004959112e+00,-3.934338782e-02 
val#7192,1.610240967e+01,1.005516320e+00,-3.941845031e-02 
val#7193,1.610456136e+01,1.006028519e+00,-3.949826501e-02 
val#7194,1.610671410e+01,1.006493615e+00,-3.958142642e-02 
val#7195,1.610886789e+01,1.006910285e+00,-3.966659291e-02 
val#7196,1.611102275e+01,1.007277925e+00,-3.975251994e-02 
val#7197,1.611317866e+01,1.007596584e+00,-3.983808456e-02 
val#7198,1.611533563e+01,1.007866880e+00,-3.992230132e-02 
val#7199,1.611749365e+01,1.008089920e+00,-4.000433010e-02 
val#7200,1.611965274e+01,1.008267216e+00,-4.008347715e-02 
val#7201,1.612181289e+01,1.008400595e+00,-4.015919050e-02 
val#7202,1.612397410e+01,1.008492130e+00,-4.023105117e-02 
val#7203,1.612613637e+01,1.008544063e+00,-4.029876151e-02 
val#7204,1.612829971e+01,1.008558744e+00,-4.036213161e-02 
val#7205,1.613046411e+01,1.008538575e+00,-4.042106516e-02 
val#7206,1.613262957e+01,1.008485967e+00,-4.047554502e-02 
val#7207,1.613479611e+01,1.008403300e+00,-4.052561947e-02 
val#7208,1.613696371e+01,1.008292891e+00,-4.057138957e-02 
val#7209,1.613913237e+01,1.008156977e+00,-4.061299730e-02 
val#7210,1.614130211e+01,1.007997692e+00,-4.065061570e-02 
val#7211,1.614347292e+01,1.007817056e+00,-4.068443975e-02 
val#7212,1.614564479e+01,1.007616970e+00,-4.071467898e-02 
val#7213,1.614781774e+01,1.007399210e+00,-4.074155136e-02 
val#7214,1.614999177e+01,1.007165427e+00,-4.076527807e-02 
val#7215,1.615216686e+01,1.006917148e+00,-4.078607964e-02 
val#7216,1.615434303e+01,1.006655780e+00,-4.080417276e-02 
val#7217,1.615652028e+01,1.006382611e+00,-4.081976797e-02 
val#7218,1.615869860e+01,1.006098823e+00,-4.083306803e-02 
val#7219,1.616087800e+01,1.005805491e+00,-4.084426667e-02 
val#7220,1.616305848e+01,1.005503592e+00,-4.085354800e-02 
val#7221,1.616524003e+01,1.005194015e+00,-4.086108625e-02 
val#7222,1.616742267e+01,1.004877561e+00,-4.086704551e-02 
val#7223,1.616960639e+01,1.004554957e+00,-4.087158016e-02 
val#7224,1.617179119e+01,1.004226860e+00,-4.087483512e-02 
val#7225,1.617397707e+01,1.003893862e+00,-4.087694631e-02 
val#7226,1.617616403e+01,1.003556498e+00,-4.087804134e-02 
val#7227,1.617835208e+01,1.003215251e+00,-4.087824013e-02 
val#7228,1.618054122e+01,1.002870561e+00,-4.087765554e-02 
val#7229,1.618273144e+01,1.002522825e+00,-4.087639424e-02 
val#7230,1.618492275e+01,1.002172408e+00,-4.087455745e-02 
val#7231,1.618711515e+01,1.001819642e+00,-4.087224155e-02 
val#7232,1.618930864e+01,1.001464837e+00,-4.086953912e-02 
val#7233,1.619150322e+01,1.001108283e+00,-4.086653953e-02 
val#7234,1.619369889e+01,1.000750253e+00,-4.086332984e-02 
val#7235,1.619589565e+01,1.000391010e+00,-4.085999552e-02 
val#7236,1.619809350e+01,1.000030809e+00,-4.085662126e-02 
val#7237,1.620029245e+01,9.996699023e-01,-4.085329176e-02 
val#7238,1.620249250e+01,9.993085458e-01,-4.085009260e-02 
val#7239,1.620469364e+01,9.989469997e-01,-4.084711093e-02 
val#7240,1.620689587e+01,9.985855350e-01,-4.084443634e-02 
val#7241,1.620909921e+01,9.982244370e-01,-4.084216181e-02 
val#7242,1.621130364e+01,9.978640104e-01,-4.084038440e-02 
val#7243,1.621350917e+01,9.975045832e-01,-4.083920615e-02 
val#7244,1.621571580e+01,9.971465124e-01,-4.083873503e-02 
val#7245,1.621792354e+01,9.967901882e-01,-4.083908580e-02 
val#7246,1.622013238e+01,9.964360399e-01,-4.084038088e-02 
val#7247,1.622234232e+01,9.960845406e-01,-4.084275130e-02 
val#7248,1.622455336e+01,9.957362139e-01,-4.084633757e-02 
val#7249,1.622676551e+01,9.953916392e-01,-4.085129054e-02 
val#7250,1.622897877e+01,9.950514582e-01,-4.085777233e-02 
val#7251,1.623119313e+01,9.947163819e-01,-4.086595693e-02 
val#7252,1.623340860e+01,9.943871969e-01,-4.087603104e-02 
val#7253,1.623562519e+01,9.940647725e-01,-4.088819443e-02 
val#7254,1.623784288e+01,9.937500685e-01,-4.090266039e-02 
val#7255,1.624006168e+01,9.934441418e-01,-4.091965584e-02 
val#7256,1.624228160e+01,9.931481541e-01,-4.093942093e-02 
val#7257,1.624450262e+01,9.928633788e-01,-4.096220860e-02 
val#7258,1.624672476e+01,9.925912078e-01,-4.098828321e-02 
val#7259,1.624894802e+01,9.923331575e-01,-4.101791885e-02 
val#7260,1.625117239e+01,9.920908738e-01,-4.105139678e-02 
val#7261,1.625339788e+01,9.918661365e-01,-4.108900186e-02 
val#7262,1.625562449e+01,9.916608608e-01,-4.113101808e-02 
val#7263,1.625785222e+01,9.914770976e-01,-4.117772278e-02 
val#7264,1.626008106e+01,9.913170307e-01,-4.122937944e-02 
val#7265,1.626231103e+01,9.911829699e-01,-4.128622899e-02 
val#7266,1.626454212e+01,9.910773409e-01,-4.134847958e-02 
val#7267,1.626677433e+01,9.910026691e-01,-4.141629452e-02 
val#7268,1.626900767e+01,9.909615584e-01,-4.148977847e-02 
val#7269,1.627124213e+01,9.909566628e-01,-4.156896232e-02 
val#7270,1.627347771e+01,9.909906504e-01,-4.165378660e-02 
val#7271,1.627571443e+01,9.910661598e-01,-4.174408391e-02 
val#7272,1.627795227e+01,9.911857473e-01,-4.183956134e-02 
val#7273,1.628019123e+01,9.913518259e-01,-4.193978324e-02 
val#7274,1.628243133e+01,9.915665952e-01,-4.204415564e-02 
val#7275,1.628467256e+01,9.918319643e-01,-4.215191392e-02 
val#7276,1.628691492e+01,9.921494680e-01,-4.226211432e-02 
val#7277,1.628915842e+01,9.925201797e-01,-4.237363192e-02 
val#7278,1.629140304e+01,9.929446222e-01,-4.248516575e-02 
val#7279,1.629364880e+01,9.934226829e-01,-4.259525303e-02 
val#7280,1.629589570e+01,9.939535350e-01,-4.270229314e-02 
val#7281,1.629814373e+01,9.945355722e-01,-4.280458197e-02 
val#7282,1.630039290e+01,9.951663604e-01,-4.290035634e-02 
val#7283,1.630264321e+01,9.958426129e-01,-4.298784750e-02 
val#7284,1.630489466e+01,9.965601918e-01,-4.306534131e-02 
val#7285,1.630714725e+01,9.973141412e-01,-4.313124229e-02 
val#7286,1.630940098e+01,9.980987513e-01,-4.318413782e-02 
val#7287,1.631165585e+01,9.989076551e-01,-4.322285818e-02 
val#7288,1.631391187e+01,9.997339537e-01,-4.324652826e-02 
val#7289,1.631616903e+01,1.000570366e+00,-4.325460699e-02 
val#7290,1.631842734e+01,1.001409397e+00,-4.324691155e-02 
val#7291,1.632068679e+01,1.002243511e+00,-4.322362430e-02 
val#7292,1.632294739e+01,1.003065315e+00,-4.318528226e-02 
val#7293,1.632520914e+01,1.003867720e+00,-4.313274982e-02 
val#7294,1.632747204e+01,1.004644100e+00,-4.306717720e-02 
val#7295,1.632973609e+01,1.005388414e+00,-4.298994802e-02 
val#7296,1.633200129e+01,1.006095314e+00,-4.290261954e-02 
val#7297,1.633426764e+01,1.006760212e+00,-4.280686041e-02 
val#7298,1.633653515e+01,1.007379318e+00,-4.270438923e-02 
val#7299,1.633880381e+01,1.007949654e+00,-4.259691775e-02 
val#7300,1.634107363e+01,1.008469037e+00,-4.248610092e-02 
val#7301,1.634334460e+01,1.008936039e+00,-4.237349586e-02 
val#7302,1.634561674e+01,1.009349934e+00,-4.226053029e-02 
val#7303,1.634789003e+01,1.009710626e+00,-4.214848066e-02 
val#7304,1.635016448e+01,1.010018576e+00,-4.203845938e-02 
val#7305,1.635244009e+01,1.010274721e+00,-4.193140992e-02 
val#7306,1.635471686e+01,1.010480394e+00,-4.182810885e-02 
val#7307,1.635699479e+01,1.010637245e+00,-4.172917295e-02 
val#7308,1.635927389e+01,1.010747171e+00,-4.163507044e-02 
val#7309,1.636155416e+01,1.010812248e+00,-4.154613472e-02 
val#7310,1.636383559e+01,1.010834675e+00,-4.146257961e-02 
val#7311,1.636611818e+01,1.010816720e+00,-4.138451519e-02 
val#7312,1.636840195e+01,1.010760676e+00,-4.131196338e-02 
val#7313,1.637068688e+01,1.010668830e+00,-4.124487292e-02 
val#7314,1.637297298e+01,1.010543426e+00,-4.118313316e-02 
val#7315,1.637526026e+01,1.010386649e+00,-4.112658657e-02 
val#7316,1.637754870e+01,1.010200601e+00,-4.107503982e-02 
val#7317,1.637983832e+01,1.009987296e+00,-4.102827336e-02 
val#7318,1.638212912e+01,1.009748640e+00,-4.098604968e-02 
val#7319,1.638442109e+01,1.009486436e+00,-4.094812010e-02 
val#7320,1.638671423e+01,1.009202377e+00,-4.091423043e-02 
val#7321,1.638900855e+01,1.008898044e+00,-4.088412546e-02 
val#7322,1.639130405e+01,1.008574911e+00,-4.085755260e-02 
val#7323,1.639360073e+01,1.008234345e+00,-4.083426456e-02 
val#7324,1.639589859e+01,1.007877614e+00,-4.081402130e-02 
val#7325,1.639819763e+01,1.007505887e+00,-4.079659160e-02 
val#7326,1.640049786e+01,1.007120242e+00,-4.078175375e-02 
val#7327,1.640279927e+01,1.006721673e+00,-4.076929622e-02 
val#7328,1.640510186e+01,1.006311094e+00,-4.075901770e-02 
val#7329,1.640740564e+01,1.005889345e+00,-4.075072701e-02 
val#7330,1.640971060e+01,1.005457200e+00,-4.074424281e-02 
val#7331,1.641201675e+01,1.005015372e+00,-4.073939299e-02 
val#7332,1.641432409e+01,1.004564519e+00,-4.073601413e-02 
val#7333,1.641663262e+01,1.004105251e+00,-4.073395070e-02 
val#7334,1.641894235e+01,1.003638135e+00,-4.073305424e-02 
val#7335,1.642125326e+01,1.003163701e+00,-4.073318248e-02 
val#7336,1.642356537e+01,1.002682446e+00,-4.073419843e-02 
val#7337,1.642587867e+01,1.002194844e+00,-4.073596937e-02 
val#7338,1.642819316e+01,1.001701347e+00,-4.073836586e-02 
val#7339,1.643050885e+01,1.001202392e+00,-4.074126072e-02 
val#7340,1.643282574e+01,1.000698408e+00,-4.074452796e-02 
val#7341,1.643514383e+01,1.000189816e+00,-4.074804170e-02 
val#7342,1.643746312e+01,9.996770440e-01,-4.075167507e-02 
val#7343,1.643978361e+01,9.991605228e-01,-4.075529904e-02 
val#7344,1.644210530e+01,9.986406974e-01,-4.075878131e-02 
val#7345,1.644442819e+01,9.981180314e-01,-4.076198506e-02 
val#7346,1.644675228e+01,9.975930126e-01,-4.076476771e-02 
val#7347,1.644907759e+01,9.970661601e-01,-4.076697966e-02 
val#7348,1.645140409e+01,9.965380302e-01,-4.076846300e-02 
val#7349,1.645373181e+01,9.960092243e-01,-4.076905011e-02 
val#7350,1.645606073e+01,9.954803951e-01,-4.076856232e-02 
val#7351,1.645839086e+01,9.949522554e-01,-4.076680847e-02 
val#7352,1.646072220e+01,9.944255858e-01,-4.076358351e-02 
val#7353,1.646305475e+01,9.939012435e-01,-4.075866707e-02 
val#7354,1.646538852e+01,9.933801714e-01,-4.075182205e-02 
val#7355,1.646772350e+01,9.928634081e-01,-4.074279328e-02 
val#7356,1.647005969e+01,9.923520980e-01,-4.073130625e-02 
val#7357,1.647239710e+01,9.918475019e-01,-4.071706603e-02 
val#7358,1.647473572e+01,9.913510083e-01,-4.069975630e-02 
val#7359,1.647707557e+01,9.908641448e-01,-4.067903877e-02 
val#7360,1.647941663e+01,9.903885901e-01,-4.065455293e-02 
val#7361,1.648175891e+01,9.899261857e-01,-4.062591627e-02 
val#7362,1.648410241e+01,9.894789474e-01,-4.059272522e-02 
val#7363,1.648644714e+01,9.890490771e-01,-4.055455686e-02 
val#7364,1.648879309e+01,9.886389730e-01,-4.051097158e-02 
val#7365,1.649114026e+01,9.882512394e-01,-4.046151703e-02 
val#7366,1.649348866e+01,9.878886935e-01,-4.040573352e-02 
val#7367,1.649583829e+01,9.875543715e-01,-4.034316111e-02 
val#7368,1.649818914e+01,9.872515298e-01,-4.027334872e-02 
val#7369,1.650054122e+01,9.869836431e-01,-4.019586549e-02 
val#7370,1.650289453e+01,9.867543964e-01,-4.011031469e-02 
val#7371,1.650524908e+01,9.865676718e-01,-4.001635038e-02 
val#7372,1.650760485e+01,9.864275256e-01,-3.991369685e-02 
val#7373,1.650996186e+01,9.863381582e-01,-3.980217108e-02 
val#7374,1.651232011e+01,9.863038715e-01,-3.968170782e-02 
val#7375,1.651467959e+01,9.863290154e-01,-3.955238710e-02 
val#7376,1.651704030e+01,9.864179204e-01,-3.941446341e-02 
val#7377,1.651940226e+01,9.865748162e-01,-3.926839560e-02 
val#7378,1.652176545e+01,9.868037343e-01,-3.911487612e-02 
val#7379,1.652412988e+01,9.871083975e-01,-3.895485786e-02 
val#7380,1.652649555e+01,9.874920942e-01,-3.878957628e-02 
val#7381,1.652886247e+01,9.879575413e-01,-3.862056452e-02 
val#7382,1.653123063e+01,9.885067393e-01,-3.844965851e-02 
val#7383,1.653360003e+01,9.891408226e-01,-3.827898967e-02 
val#7384,1.653597068e+01,9.898599131e-01,-3.811096235e-02 
val#7385,1.653834258e+01,9.906629836e-01,-3.794821437e-02 
val#7386,1.654071573e+01,9.915477398e-01,-3.779355954e-02 
val#7387,1.654309012e+01,9.925105301e-01,-3.764991249e-02 
val#7388,1.654546576e+01,9.935462922e-01,-3.752019776e-02 
val#7389,1.654784266e+01,9.946485453e-01,-3.740724660e-02 
val#7390,1.655022081e+01,9.958094336e-01,-3.731368686e-02 
val#7391,1.655260021e+01,9.970198250e-01,-3.724183251e-02 
val#7392,1.655498086e+01,9.982694650e-01,-3.719358034e-02 
val#7393,1.655736278e+01,9.995471828e-01,-3.717032139e-02 
val#7394,1.655974594e+01,1.000841140e+00,-3.717287420e-02 
val#7395,1.656213037e+01,1.002139114e+00,-3.720144516e-02 
val#7396,1.656451606e+01,1.003428795e+00,-3.725561938e-02 
val#7397,1.656690301e+01,1.004698091e+00,-3.733438263e-02 
val#7398,1.656929122e+01,1.005935418e+00,-3.743617258e-02 
val#7399,1.657168069e+01,1.007129956e+00,-3.755895475e-02 
val#7400,1.657407142e+01,1.008271877e+00,-3.770031697e-02 
val#7401,1.657646342e+01,1.009352513e+00,-3.785757543e-02 
val#7402,1.657885669e+01,1.010364481e+00,-3.802788403e-02 
val#7403,1.658125123e+01,1.011301743e+00,-3.820834088e-02 
val#7404,1.658364703e+01,1.012159628e+00,-3.839608530e-02 
val#7405,1.658604410e+01,1.012934795e+00,-3.858838137e-02 
val#7406,1.658844245e+01,1.013625170e+00,-3.878268513e-02 
val#7407,1.659084206e+01,1.014229843e+00,-3.897669436e-02 
val#7408,1.659324295e+01,1.014748950e+00,-3.916838113e-02 
val#7409,1.659564511e+01,1.015183539e+00,-3.935600858e-02 
val#7410,1.659804855e+01,1.015535434e+00,-3.953813406e-02 
val#7411,1.660045327e+01,1.015807097e+00,-3.971360096e-02 
val#7412,1.660285926e+01,1.016001493e+00,-3.988152220e-02 
val#7413,1.660526654e+01,1.016121972e+00,-4.004125746e-02 
val#7414,1.660767509e+01,1.016172158e+00,-4.019238685e-02 
val#7415,1.661008493e+01,1.016155847e+00,-4.033468277e-02 
val#7416,1.661249604e+01,1.016076927e+00,-4.046808146e-02 
val#7417,1.661490844e+01,1.015939307e+00,-4.059265560e-02 
val#7418,1.661732213e+01,1.015746856e+00,-4.070858853e-02 
val#7419,1.661973710e+01,1.015503356e+00,-4.081615093e-02 
val#7420,1.662215336e+01,1.015212472e+00,-4.091568003e-02 
val#7421,1.662457091e+01,1.014877715e+00,-4.100756154e-02 
val#7422,1.662698975e+01,1.014502434e+00,-4.109221428e-02 
val#7423,1.662940988e+01,1.014089793e+00,-4.117007726e-02 
val#7424,1.663183130e+01,1.013642772e+00,-4.124159912e-02 
val#7425,1.663425401e+01,1.013164162e+00,-4.130722978e-02 
val#7426,1.663667802e+01,1.012656566e+00,-4.136741366e-02 
val#7427,1.663910333e+01,1.012122402e+00,-4.142258478e-02 
val#7428,1.664152993e+01,1.011563912e+00,-4.147316300e-02 
val#7429,1.664395783e+01,1.010983171e+00,-4.151955153e-02 
val#7430,1.664638703e+01,1.010382091e+00,-4.156213534e-02 
val#7431,1.664881753e+01,1.009762436e+00,-4.160128019e-02 
val#7432,1.665124933e+01,1.009125831e+00,-4.163733260e-02 
val#7433,1.665368243e+01,1.008473772e+00,-4.167062004e-02 
val#7434,1.665611684e+01,1.007807637e+00,-4.170145155e-02 
val#7435,1.665855256e+01,1.007128698e+00,-4.173011873e-02 
val#7436,1.666098958e+01,1.006438130e+00,-4.175689695e-02 
val#7437,1.666342790e+01,1.005737024e+00,-4.178204665e-02 
val#7438,1.666586754e+01,1.005026393e+00,-4.180581488e-02 
val#7439,1.666830849e+01,1.004307187e+00,-4.182843677e-02 
val#7440,1.667075075e+01,1.003580300e+00,-4.185013732e-02 
val#7441,1.667319432e+01,1.002846579e+00,-4.187113288e-02 
val#7442,1.667563920e+01,1.002106837e+00,-4.189163305e-02 
val#7443,1.667808540e+01,1.001361856e+00,-4.191184235e-02 
val#7444,1.668053292e+01,1.000612406e+00,-4.193196194e-02 
val#7445,1.668298175e+01,9.998592430e-01,-4.195219154e-02 
val#7446,1.668543190e+01,9.991031274e-01,-4.197273106e-02 
val#7447,1.668788338e+01,9.983448291e-01,-4.199378269e-02 
val#7448,1.669033617e+01,9.975851380e-01,-4.201555255e-02 
val#7449,1.669279029e+01,9.968248746e-01,-4.203825271e-02 
val#7450,1.669524572e+01,9.960648996e-01,-4.206210306e-02 
val#7451,1.669770249e+01,9.953061253e-01,-4.208733342e-02 
val#7452,1.670016058e+01,9.945495261e-01,-4.211418541e-02 
val#7453,1.670262000e+01,9.937961510e-01,-4.214291458e-02 
val#7454,1.670508074e+01,9.930471357e-01,-4.217379234e-02 
val#7455,1.670754282e+01,9.923037155e-01,-4.220710815e-02 
val#7456,1.671000623e+01,9.915672397e-01,-4.224317142e-02 
val#7457,1.671247097e+01,9.908391858e-01,-4.228231352e-02 
val#7458,1.671493704e+01,9.901211750e-01,-4.232488960e-02 
val#7459,1.671740445e+01,9.894149885e-01,-4.237128017e-02 
val#7460,1.671987319e+01,9.887225838e-01,-4.242189250e-02 
val#7461,1.672234327e+01,9.880461129e-01,-4.247716161e-02 
val#7462,1.672481469e+01,9.873879397e-01,-4.253755069e-02 
val#7463,1.672728745e+01,9.867506581e-01,-4.260355080e-02 
val#7464,1.672976155e+01,9.861371101e-01,-4.267567986e-02 
val#7465,1.673223699e+01,9.855504033e-01,-4.275448028e-02 
val#7466,1.673471378e+01,9.849939271e-01,-4.284051523e-02 
val#7467,1.673719191e+01,9.844713672e-01,-4.293436317e-02 
val#7468,1.673967139e+01,9.839867171e-01,-4.303661028e-02 
val#7469,1.674215221e+01,9.835442866e-01,-4.314784026e-02 
val#7470,1.674463439e+01,9.831487038e-01,-4.326862128e-02 
val#7471,1.674711791e+01,9.828049112e-01,-4.339948945e-02 
val#7472,1.674960279e+01,9.825181530e-01,-4.354092851e-02 
val#7473,1.675208901e+01,9.822939514e-01,-4.369334560e-02 
val#7474,1.675457659e+01,9.821380698e-01,-4.385704226e-02 
val#7475,1.675706553e+01,9.820564607e-01,-4.403218174e-02 
val#7476,1.675955582e+01,9.820551951e-01,-4.421875170e-02 
val#7477,1.676204747e+01,9.821403714e-01,-4.441652408e-02 
val#7478,1.676454048e+01,9.823180015e-01,-4.462501244e-02 
val#7479,1.676703484e+01,9.825938724e-01,-4.484342909e-02 
val#7480,1.676953057e+01,9.829733829e-01,-4.507064434e-02 
val#7481,1.677202767e+01,9.834613556e-01,-4.530515072e-02 
val#7482,1.677452612e+01,9.840618271e-01,-4.554503651e-02 
val#7483,1.677702594e+01,9.847778201e-01,-4.578797215e-02 
val#7484,1.677952713e+01,9.856111060e-01,-4.603121475e-02 
val#7485,1.678202969e+01,9.865619662e-01,-4.627163445e-02 
val#7486,1.678453361e+01,9.876289652e-01,-4.650576658e-02 
val#7487,1.678703891e+01,9.888087509e-01,-4.672989155e-02 
val#7488,1.678954557e+01,9.900958979e-01,-4.694014280e-02 
val#7489,1.679205361e+01,9.914828104e-01,-4.713264016e-02 
val#7490,1.679456303e+01,9.929597011e-01,-4.730364304e-02 
val#7491,1.679707382e+01,9.945146578e-01,-4.744971538e-02 
val#7492,1.679958598e+01,9.961338052e-01,-4.756789087e-02 
val#7493,1.680209953e+01,9.978015644e-01,-4.765582608e-02 
val#7494,1.680461445e+01,9.995010005e-01,-4.771192885e-02 
val#7495,1.680713076e+01,1.001214247e+00,-4.773545005e-02 
val#7496,1.680964844e+01,1.002922986e+00,-4.772652981e-02 
val#7497,1.681216751e+01,1.004608947e+00,-4.768619446e-02 
val#7498,1.681468797e+01,1.006254419e+00,-4.761630291e-02 
val#7499,1.681720981e+01,1.007842712e+00,-4.751944864e-02 
val#7500,1.681973304e+01,1.009358578e+00,-4.739882548e-02 
val#7501,1.682225766e+01,1.010788540e+00,-4.725806920e-02 
val#7502,1.682478366e+01,1.012121141e+00,-4.710108798e-02 
val#7503,1.682731106e+01,1.013347084e+00,-4.693189482e-02 
val#7504,1.682983985e+01,1.014459286e+00,-4.675445226e-02 
val#7505,1.683237004e+01,1.015452844e+00,-4.657253922e-02 
val#7506,1.683490162e+01,1.016324923e+00,-4.638964371e-02 
val#7507,1.683743459e+01,1.017074587e+00,-4.620888566e-02 
val#7508,1.683996897e+01,1.017702596e+00,-4.603296776e-02 
val#7509,1.684250474e+01,1.018211169e+00,-4.586415359e-02 
val#7510,1.684504192e+01,1.018603744e+00,-4.570426729e-02 
val#7511,1.684758050e+01,1.018884736e+00,-4.555471218e-02 
val#7512,1.685012048e+01,1.019059308e+00,-4.541650185e-02 
val#7513,1.685266186e+01,1.019133162e+00,-4.529030051e-02 
val#7514,1.685520465e+01,1.019112352e+00,-4.517646753e-02 
val#7515,1.685774885e+01,1.019003122e+00,-4.507510401e-02 
val#7516,1.686029446e+01,1.018811770e+00,-4.498609816e-02 
val#7517,1.686284148e+01,1.018544533e+00,-4.490916783e-02 
val#7518,1.686538990e+01,1.018207503e+00,-4.484389936e-02 
val#7519,1.686793974e+01,1.017806556e+00,-4.478978171e-02 
val#7520,1.687049100e+01,1.017347304e+00,-4.474623593e-02 
val#7521,1.687304367e+01,1.016835058e+00,-4.471263991e-02 
val#7522,1.687559776e+01,1.016274809e+00,-4.468834855e-02 
